,ARK_Doc6_Airlines-avoid-parts.txt,ARK_Doc7_Why-allowing-pilots.txt,ARK_Doc3_Boeings-737-max.txt,ARK_Doc9_Rex-slams-claims.txt,ARK_Doc10_FAA-reassigns-senior.txt,ARK_Doc1_Boeing-shares-fall.txt,ARK_Doc4_Boeing_373_max.txt,ARK_Doc12_Can-airlines-force.txt,ARK_Doc11_American-airlines-says.txt,ARK_Doc2_Booking-fall-travel.txt,ARK_Doc8_In-recent-airline.txt,ARK_Doc5_NTSB-recent-crashes.txt,imp_value
action,0.07398720111491147,0.0,0.0,0.0,0.04957492426726525,0.0,0.0,0.0,0.0,0.0,0.210463428578876,0.0,0.03965993941381223
civil,0.2219616033447344,0.0,0.0,0.08784756503562528,0.04957492426726525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03965993941381223
decade,0.0,0.0,0.08548061080196559,0.0,0.04957492426726525,0.0,0.0,0.0,0.0,0.0,0.14030895238591734,0.0,0.03965993941381223
planned,0.0,0.0,0.0,0.0,0.04957492426726525,0.05833424496833426,0.0,0.0,0.0,0.06116944913852266,0.0,0.0,0.03965993941381223
impact,0.0,0.0,0.0,0.0,0.04957492426726525,0.0,0.0,0.07640757156615179,0.0,0.0,0.07015447619295867,0.0,0.03965993941381223
separate,0.07398720111491147,0.0,0.0,0.0,0.04957492426726525,0.05833424496833426,0.0,0.0,0.0,0.0,0.0,0.0,0.03965993941381223
operational,0.07398720111491147,0.0,0.0,0.0,0.04957492426726525,0.0,0.0,0.0,0.0,0.0,0.0,0.049992681788770185,0.03965993941381223
morning,0.2959488044596459,0.0,0.0,0.0,0.04957492426726525,0.0,0.0,0.0,0.07710831851084113,0.0,0.0,0.0,0.03965993941381223
public,0.0,0.12123291570739002,0.0,0.0,0.04957492426726525,0.0,0.0,0.0,0.0,0.0,0.0,0.049992681788770185,0.03965993941381223
looking,0.0,0.0,0.0,0.0,0.04957492426726525,0.0,0.08211461226666363,0.0,0.0,0.0,0.0,0.09998536357754037,0.03965993941381223
earlier,0.07398720111491147,0.06061645785369501,0.0,0.0,0.04957492426726525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03965993941381223
federal aviation,0.04286993529139167,0.03512261021666822,0.0,0.0,0.02872488435009841,0.03380024206052402,0.023789574827152854,0.0,0.04467838457429576,0.03544302645407184,0.040649163767156986,0.028966942944619288,0.03960793630453996
aviation administration,0.04286993529139167,0.03512261021666822,0.0,0.0,0.02872488435009841,0.03380024206052402,0.023789574827152854,0.0,0.04467838457429576,0.03544302645407184,0.040649163767156986,0.028966942944619288,0.03960793630453996
administration,0.04286993529139167,0.03512261021666822,0.0,0.0,0.02872488435009841,0.03380024206052402,0.023789574827152854,0.0,0.04467838457429576,0.03544302645407184,0.040649163767156986,0.028966942944619288,0.03960793630453996
federal aviation administration,0.04286993529139167,0.03512261021666822,0.0,0.0,0.02872488435009841,0.03380024206052402,0.023789574827152854,0.0,0.04467838457429576,0.03544302645407184,0.040649163767156986,0.028966942944619288,0.03960793630453996
priority,0.07398720111491147,0.0,0.0,0.0,0.04957492426726525,0.0,0.04105730613333181,0.0,0.0,0.0,0.0,0.0,0.03284584490666548
early,0.0,0.0,0.0,0.0,0.04957492426726525,0.0,0.04105730613333181,0.0,0.07710831851084113,0.0,0.0,0.0,0.03284584490666548
aerospace,0.0,0.0,0.0,0.0,0.0,0.0,0.04105730613333181,0.07640757156615179,0.15421663702168226,0.0,0.0,0.0,0.03284584490666548
point,0.0,0.0,0.0,0.08784756503562528,0.0,0.0,0.04105730613333181,0.0,0.0,0.0,0.0,0.049992681788770185,0.03284584490666548
already,0.07398720111491147,0.0,0.0,0.0,0.0,0.0,0.04105730613333181,0.0,0.0,0.06116944913852266,0.0,0.0,0.03284584490666548
doesnt,0.0,0.0,0.0,0.0,0.0,0.0,0.04105730613333181,0.0,0.07710831851084113,0.06116944913852266,0.0,0.0,0.03284584490666548
united state,0.0,0.0,0.0,0.0,0.0,0.0,0.04105730613333181,0.07640757156615179,0.0,0.0,0.14030895238591734,0.0,0.03284584490666548
make,0.0,0.12123291570739002,0.0,0.0,0.0,0.0,0.04105730613333181,0.0,0.0,0.0,0.0,0.049992681788770185,0.03284584490666548
southwest,0.0,0.0,0.0,0.0,0.44617431840538724,0.0,0.04105730613333181,0.0,0.0,0.36701669483113597,0.0,0.0,0.03284584490666548
arent,0.0,0.0,0.0,0.0,0.0,0.0,0.04105730613333181,0.07640757156615179,0.07710831851084113,0.0,0.0,0.0,0.03284584490666548
least,0.0,0.0,0.0,0.0,0.0,0.0,0.04105730613333181,0.07640757156615179,0.0,0.06116944913852266,0.0,0.0,0.03284584490666548
seattle,0.0,0.0,0.08548061080196559,0.0,0.0,0.0,0.04105730613333181,0.0,0.0,0.06116944913852266,0.0,0.0,0.03284584490666548
canceled,0.0,0.0,0.0,0.0,0.0,0.0,0.04105730613333181,0.0,0.07710831851084113,0.06116944913852266,0.0,0.0,0.03284584490666548
journal,0.0,0.0,0.0,0.0,0.04957492426726525,0.05833424496833426,0.04105730613333181,0.0,0.0,0.0,0.0,0.0,0.03284584490666548
familiar,0.0,0.0,0.0,0.08784756503562528,0.2478746213363262,0.0,0.04105730613333181,0.0,0.0,0.0,0.0,0.0,0.03284584490666548
following,0.14797440222982294,0.0,0.0,0.0,0.0,0.0,0.04105730613333181,0.0,0.0,0.0,0.0,0.049992681788770185,0.03284584490666548
certain,0.07398720111491147,0.0,0.0,0.0,0.0,0.0,0.04105730613333181,0.0,0.0,0.0,0.07015447619295867,0.0,0.03284584490666548
fleet,0.0,0.0,0.0,0.26354269510687583,0.0,0.0,0.04105730613333181,0.0,0.0,0.24467779655409064,0.0,0.0,0.03284584490666548
supply,0.07398720111491147,0.0,0.08548061080196559,0.0,0.0,0.0,0.04105730613333181,0.0,0.0,0.0,0.0,0.0,0.03284584490666548
street journal,0.0,0.0,0.0,0.0,0.04957492426726525,0.05833424496833426,0.04105730613333181,0.0,0.0,0.0,0.0,0.0,0.03284584490666548
street,0.0,0.0,0.0,0.0,0.04957492426726525,0.05833424496833426,0.04105730613333181,0.0,0.0,0.0,0.0,0.0,0.03284584490666548
come,0.07398720111491147,0.0,0.0,0.0,0.0,0.0,0.04105730613333181,0.0,0.07710831851084113,0.0,0.0,0.0,0.03284584490666548
failure,0.0,0.0,0.0,0.0,0.04957492426726525,0.0,0.04105730613333181,0.0,0.0,0.0,0.07015447619295867,0.0,0.03284584490666548
